"index","pet_id","visit_date","issue","resolution"
"313","9960","2022-07-22","Dental Cleaning","Cleaning done, no dental issues"
"314","6725","2023-09-02","Annual Checkup","Diet adjustment recommended for weight management"
"315","5850","2022-12-01","Annual Checkup","Vaccination completed, next due in 1 year"
"316","3856","2023-10-29","Annual Checkup","Vaccination completed, next due in 1 year"
"317","8586","2022-08-25","Dental Cleaning","Cleaning done, no dental issues"
"318","5890","2022-05-16","Annual Checkup","Vaccination completed, next due in 1 year"
"319","6121","2023-11-16","Annual Checkup","All clear, healthy diet recommended"
"320","7778","2022-04-18","Annual Checkup","Diet adjustment recommended for weight management"
"321","8903","2023-10-22","Dental Cleaning","Cleaning done, no dental issues"
"322","4056","2023-01-10","Annual Checkup","All clear, healthy diet recommended"
"323","454","2022-08-08","Annual Checkup","Diet adjustment recommended for weight management"
"324","637","2022-07-11","Dental Cleaning","Cleaning done, no dental issues"
"325","3291","2023-04-06","Annual Checkup","Diet adjustment recommended for weight management"
"326","2471","2023-05-01","Annual Checkup","Vaccination completed, next due in 1 year"
"327","8833","2022-04-29","Dental Cleaning","Cleaning done, no dental issues"
"328","2726","2022-11-18","Injury","Physical therapy recommended for joint issues"
"329","4024","2023-08-11","Ear Infection","Medication and follow-up in 2 weeks for infection"
"330","3846","2023-07-06","Annual Checkup","Vaccination completed, next due in 1 year"
"331","7144","2022-09-18","Annual Checkup","Diet adjustment recommended for weight management"
"332","9018","2023-10-30","Annual Checkup","Diet adjustment recommended for weight management"
"333","7825","2022-10-09","Annual Checkup","Diet adjustment recommended for weight management"
"334","7416","2023-08-20","Dental Cleaning","Cleaning done, no dental issues"
"335","4778","2023-05-13","Annual Checkup","All clear, healthy diet recommended"
"336","2178","2023-12-15","Dental Cleaning","Cleaning done, no dental issues"
"337","5404","2023-06-28","Annual Checkup","Vaccination completed, next due in 1 year"
"338","6725","2022-07-02","Annual Checkup","Vaccination completed, next due in 1 year"
"339","4768","2022-07-04","Dental Cleaning","Cleaning done, no dental issues"
"340","1006","2023-09-17","Annual Checkup","Diet adjustment recommended for weight management"
"341","239","2023-09-17","Annual Checkup","Diet adjustment recommended for weight management"
"342","7788","2023-08-08","Injury","Sprain identified, rest and limited movement advised"
"343","3723","2023-04-25","Ear Infection","Medication and follow-up in 2 weeks for infection"
"344","2869","2023-06-23","Injury","Physical therapy recommended for joint issues"
"345","4912","2023-10-28","Annual Checkup","Vaccination completed, next due in 1 year"
"346","9813","2023-03-05","Dental Cleaning","Cleaning done, no dental issues"
"347","236","2023-06-19","Dental Cleaning","Cleaning done, no dental issues"
"348","2794","2023-01-11","Dental Cleaning","Cleaning done, no dental issues"
"349","379","2022-05-15","Ear Infection","Medication and follow-up in 2 weeks for infection"
"350","1370","2022-08-06","Annual Checkup","Vaccination completed, next due in 1 year"
"351","3605","2022-08-09","Injury","Physical therapy recommended for joint issues"
"352","2448","2022-10-13","Annual Checkup","Vaccination completed, next due in 1 year"
"353","6824","2023-03-20","Ear Infection","Medication and follow-up in 2 weeks for infection"
"354","3723","2023-10-02","Dental Cleaning","Cleaning done, no dental issues"
"355","8208","2023-03-12","Injury","Sprain identified, rest and limited movement advised"
"356","637","2023-07-07","Injury","Physical therapy recommended for joint issues"
"357","8804","2022-09-07","Annual Checkup","Vaccination completed, next due in 1 year"
"358","2887","2023-07-13","Injury","Physical therapy recommended for joint issues"
"359","8967","2023-04-30","Injury","Sprain identified, rest and limited movement advised"
"360","8387","2022-07-09","Dental Cleaning","Cleaning done, no dental issues"
"361","3040","2023-02-17","Annual Checkup","Diet adjustment recommended for weight management"
"362","6338","2022-05-18","Annual Checkup","All clear, healthy diet recommended"
"363","2840","2023-12-03","Ear Infection","Medication and follow-up in 2 weeks for infection"
"364","7080","2023-04-21","Dental Cleaning","Cleaning done, no dental issues"
"365","7757","2023-08-03","Dental Cleaning","Cleaning done, no dental issues"
"366","8572","2023-09-05","Annual Checkup","All clear, healthy diet recommended"
"367","6147","2023-06-04","Annual Checkup","All clear, healthy diet recommended"
"368","4410","2023-10-30","Dental Cleaning","Cleaning done, no dental issues"
"369","2783","2022-11-06","Annual Checkup","Diet adjustment recommended for weight management"
"370","5799","2023-06-19","Annual Checkup","All clear, healthy diet recommended"
"371","5037","2022-07-10","Annual Checkup","Diet adjustment recommended for weight management"
"372","1939","2023-12-24","Injury","Sprain identified, rest and limited movement advised"
"373","9221","2022-06-26","Dental Cleaning","Cleaning done, no dental issues"
"374","5984","2022-04-27","Ear Infection","Medication and follow-up in 2 weeks for infection"
"375","9124","2023-01-02","Annual Checkup","Diet adjustment recommended for weight management"
"376","9968","2023-10-11","Annual Checkup","Vaccination completed, next due in 1 year"
"377","2843","2022-06-23","Injury","Sprain identified, rest and limited movement advised"
"378","2513","2023-03-14","Annual Checkup","All clear, healthy diet recommended"
"379","3300","2022-09-09","Dental Cleaning","Cleaning done, no dental issues"
"380","3223","2023-10-01","Annual Checkup","All clear, healthy diet recommended"
"381","9186","2022-10-23","Annual Checkup","Diet adjustment recommended for weight management"
"382","1956","2023-11-16","Annual Checkup","Vaccination completed, next due in 1 year"
"383","8691","2022-11-16","Dental Cleaning","Cleaning done, no dental issues"
"384","5987","2023-02-22","Injury","Physical therapy recommended for joint issues"
"385","6963","2022-10-06","Annual Checkup","Diet adjustment recommended for weight management"
"386","7785","2022-09-22","Dental Cleaning","Cleaning done, no dental issues"
"387","2881","2022-12-10","Annual Checkup","Diet adjustment recommended for weight management"
"388","3040","2022-09-07","Annual Checkup","Diet adjustment recommended for weight management"
"389","2869","2023-10-21","Injury","Sprain identified, rest and limited movement advised"
"390","3304","2023-07-25","Annual Checkup","Diet adjustment recommended for weight management"
"391","5090","2023-01-03","Injury","Sprain identified, rest and limited movement advised"
"392","8226","2022-08-20","Injury","Physical therapy recommended for joint issues"
"393","4339","2022-05-19","Dental Cleaning","Cleaning done, no dental issues"
"394","696","2023-05-08","Dental Cleaning","Cleaning done, no dental issues"
"395","427","2022-11-08","Annual Checkup","Diet adjustment recommended for weight management"
"396","864","2023-11-14","Injury","Physical therapy recommended for joint issues"
"397","8940","2023-06-05","Injury","Physical therapy recommended for joint issues"
"398","8789","2022-05-01","Annual Checkup","Vaccination completed, next due in 1 year"
"399","7833","2022-04-07","Dental Cleaning","Cleaning done, no dental issues"
"400","5406","2022-11-02","Annual Checkup","Diet adjustment recommended for weight management"
"401","3228","2022-12-23","Annual Checkup","Diet adjustment recommended for weight management"
"402","2178","2022-05-28","Dental Cleaning","Cleaning done, no dental issues"
"403","2729","2023-04-09","Annual Checkup","Diet adjustment recommended for weight management"
"404","2342","2023-05-07","Annual Checkup","Vaccination completed, next due in 1 year"
"405","4834","2023-10-17","Annual Checkup","All clear, healthy diet recommended"
"406","4074","2023-03-25","Injury","Minor surgery performed, recovery monitored"
"407","5890","2022-09-18","Injury","Minor surgery performed, recovery monitored"
"408","1292","2023-06-08","Annual Checkup","Diet adjustment recommended for weight management"
"409","8103","2022-12-12","Injury","Minor surgery performed, recovery monitored"
"410","2882","2022-09-25","Annual Checkup","Diet adjustment recommended for weight management"
"411","6859","2023-11-06","Annual Checkup","Vaccination completed, next due in 1 year"
"412","9030","2023-03-17","Annual Checkup","All clear, healthy diet recommended"
"413","1902","2023-03-05","Annual Checkup","All clear, healthy diet recommended"
"414","6778","2023-05-23","Annual Checkup","All clear, healthy diet recommended"
"415","658","2022-07-04","Dental Cleaning","Cleaning done, no dental issues"
"416","2882","2023-02-18","Injury","Physical therapy recommended for joint issues"
"417","3520","2023-04-14","Annual Checkup","Vaccination completed, next due in 1 year"
"418","2178","2023-12-28","Injury","Minor surgery performed, recovery monitored"
"419","9271","2022-04-16","Annual Checkup","Vaccination completed, next due in 1 year"
"420","9008","2023-08-02","Annual Checkup","Vaccination completed, next due in 1 year"
"421","6534","2023-10-01","Injury","Physical therapy recommended for joint issues"
"422","3300","2022-11-30","Annual Checkup","Vaccination completed, next due in 1 year"
"423","7970","2022-06-25","Dental Cleaning","Cleaning done, no dental issues"
"424","2471","2023-06-29","Dental Cleaning","Cleaning done, no dental issues"
"425","3300","2023-03-30","Injury","Physical therapy recommended for joint issues"
"426","6939","2023-08-06","Annual Checkup","Vaccination completed, next due in 1 year"
"427","150","2022-09-26","Annual Checkup","Diet adjustment recommended for weight management"
"428","9452","2023-09-20","Ear Infection","Medication and follow-up in 2 weeks for infection"
"429","9581","2023-11-20","Annual Checkup","All clear, healthy diet recommended"
"430","4212","2023-05-05","Annual Checkup","All clear, healthy diet recommended"
"431","9900","2022-08-26","Annual Checkup","All clear, healthy diet recommended"
"432","3017","2022-12-13","Annual Checkup","Vaccination completed, next due in 1 year"
"433","6919","2022-08-26","Ear Infection","Medication and follow-up in 2 weeks for infection"
"434","4307","2022-10-11","Injury","Sprain identified, rest and limited movement advised"
"435","4747","2022-05-02","Injury","Physical therapy recommended for joint issues"
"436","5799","2023-08-20","Annual Checkup","Diet adjustment recommended for weight management"
"437","1735","2023-11-25","Annual Checkup","All clear, healthy diet recommended"
"438","9071","2023-03-07","Annual Checkup","All clear, healthy diet recommended"
"439","6939","2023-12-12","Dental Cleaning","Cleaning done, no dental issues"
"440","6778","2023-08-25","Annual Checkup","Diet adjustment recommended for weight management"
"441","4778","2022-05-11","Annual Checkup","Vaccination completed, next due in 1 year"
"442","5216","2023-01-25","Annual Checkup","Vaccination completed, next due in 1 year"
"443","7757","2022-05-17","Ear Infection","Medication and follow-up in 2 weeks for infection"
"444","9191","2022-08-27","Dental Cleaning","Cleaning done, no dental issues"
"445","9618","2022-08-22","Annual Checkup","Diet adjustment recommended for weight management"
"446","5987","2023-03-01","Ear Infection","Medication and follow-up in 2 weeks for infection"
"447","1585","2023-12-20","Dental Cleaning","Cleaning done, no dental issues"
"448","5037","2023-01-20","Dental Cleaning","Cleaning done, no dental issues"
"449","3821","2023-04-26","Ear Infection","Medication and follow-up in 2 weeks for infection"
"450","4834","2023-05-12","Annual Checkup","Diet adjustment recommended for weight management"
"451","5090","2023-02-05","Ear Infection","Medication and follow-up in 2 weeks for infection"
"452","150","2023-10-04","Ear Infection","Medication and follow-up in 2 weeks for infection"
"453","751","2023-04-21","Dental Cleaning","Cleaning done, no dental issues"
"454","7716","2023-06-30","Injury","Minor surgery performed, recovery monitored"
"455","2415","2022-12-28","Annual Checkup","All clear, healthy diet recommended"
"456","7022","2023-06-26","Annual Checkup","Vaccination completed, next due in 1 year"
"457","986","2023-03-08","Annual Checkup","Diet adjustment recommended for weight management"
"458","6838","2023-07-09","Annual Checkup","All clear, healthy diet recommended"
"459","1635","2022-11-20","Annual Checkup","All clear, healthy diet recommended"
"460","7825","2023-09-05","Dental Cleaning","Cleaning done, no dental issues"
"461","306","2023-10-29","Dental Cleaning","Cleaning done, no dental issues"
"462","6725","2023-06-24","Injury","Sprain identified, rest and limited movement advised"
"463","8868","2023-04-30","Annual Checkup","All clear, healthy diet recommended"
"464","5395","2023-09-30","Dental Cleaning","Cleaning done, no dental issues"
"465","1846","2022-08-31","Annual Checkup","All clear, healthy diet recommended"
"466","6934","2023-12-03","Annual Checkup","Vaccination completed, next due in 1 year"
"467","2590","2023-01-13","Injury","Minor surgery performed, recovery monitored"
"468","5987","2023-08-08","Annual Checkup","Diet adjustment recommended for weight management"
"469","5863","2023-12-13","Ear Infection","Medication and follow-up in 2 weeks for infection"
"470","1207","2023-08-04","Injury","Physical therapy recommended for joint issues"
"471","6467","2023-10-18","Injury","Sprain identified, rest and limited movement advised"
"472","2840","2023-05-24","Injury","Minor surgery performed, recovery monitored"
"473","5091","2023-07-31","Annual Checkup","Diet adjustment recommended for weight management"
"474","7716","2023-07-03","Annual Checkup","All clear, healthy diet recommended"
"475","2284","2022-04-26","Annual Checkup","Vaccination completed, next due in 1 year"
"476","6731","2022-10-22","Annual Checkup","All clear, healthy diet recommended"
"477","8572","2023-02-26","Annual Checkup","Vaccination completed, next due in 1 year"
"478","9659","2023-06-21","Dental Cleaning","Cleaning done, no dental issues"
"479","2590","2022-04-22","Annual Checkup","All clear, healthy diet recommended"
"480","1322","2022-05-23","Injury","Minor surgery performed, recovery monitored"
"481","9485","2022-09-25","Annual Checkup","Diet adjustment recommended for weight management"
"482","8697","2022-04-07","Ear Infection","Medication and follow-up in 2 weeks for infection"
"483","8047","2023-11-09","Ear Infection","Medication and follow-up in 2 weeks for infection"
"484","4747","2023-02-19","Annual Checkup","All clear, healthy diet recommended"
"485","473","2022-06-22","Annual Checkup","Diet adjustment recommended for weight management"
"486","6376","2022-10-04","Annual Checkup","Vaccination completed, next due in 1 year"
"487","6683","2023-07-07","Ear Infection","Medication and follow-up in 2 weeks for infection"
"488","2837","2023-07-13","Annual Checkup","Diet adjustment recommended for weight management"
"489","5610","2022-10-21","Annual Checkup","All clear, healthy diet recommended"
"490","3220","2022-05-05","Ear Infection","Medication and follow-up in 2 weeks for infection"
"491","2794","2023-04-11","Annual Checkup","Diet adjustment recommended for weight management"
"492","2415","2022-04-04","Annual Checkup","All clear, healthy diet recommended"
"493","2813","2022-12-23","Dental Cleaning","Cleaning done, no dental issues"
"494","9539","2023-09-25","Injury","Physical therapy recommended for joint issues"
"495","4192","2023-01-04","Annual Checkup","Vaccination completed, next due in 1 year"
"496","9539","2023-10-13","Dental Cleaning","Cleaning done, no dental issues"
"497","8237","2023-11-16","Dental Cleaning","Cleaning done, no dental issues"
"498","3520","2023-09-23","Annual Checkup","Diet adjustment recommended for weight management"
"499","7788","2022-09-05","Annual Checkup","All clear, healthy diet recommended"
"500","538","2022-05-26","Injury","Sprain identified, rest and limited movement advised"
"501","8047","2023-08-09","Ear Infection","Medication and follow-up in 2 weeks for infection"
"502","5090","2023-09-01","Dental Cleaning","Cleaning done, no dental issues"
"503","1169","2023-11-22","Injury","Minor surgery performed, recovery monitored"
"504","9018","2022-05-22","Annual Checkup","Vaccination completed, next due in 1 year"
"505","6332","2022-05-19","Annual Checkup","All clear, healthy diet recommended"
"506","9379","2023-10-30","Dental Cleaning","Cleaning done, no dental issues"
"507","2415","2022-10-05","Dental Cleaning","Cleaning done, no dental issues"
"508","3686","2023-12-07","Annual Checkup","All clear, healthy diet recommended"
"509","9721","2023-07-04","Annual Checkup","All clear, healthy diet recommended"
"510","601","2023-04-19","Annual Checkup","Vaccination completed, next due in 1 year"
"511","627","2022-10-07","Ear Infection","Medication and follow-up in 2 weeks for infection"
"512","7785","2022-04-12","Ear Infection","Medication and follow-up in 2 weeks for infection"
"513","7825","2022-05-17","Ear Infection","Medication and follow-up in 2 weeks for infection"
"514","9659","2023-04-28","Annual Checkup","Vaccination completed, next due in 1 year"
"515","6141","2023-08-16","Dental Cleaning","Cleaning done, no dental issues"
"516","8993","2022-07-20","Annual Checkup","Vaccination completed, next due in 1 year"
"517","7485","2023-01-25","Annual Checkup","Diet adjustment recommended for weight management"
"518","6617","2022-12-04","Annual Checkup","Diet adjustment recommended for weight management"
"519","5968","2022-04-25","Ear Infection","Medication and follow-up in 2 weeks for infection"
"520","6467","2023-04-27","Injury","Minor surgery performed, recovery monitored"
"521","5037","2023-01-19","Injury","Minor surgery performed, recovery monitored"
"522","7680","2023-12-11","Annual Checkup","Diet adjustment recommended for weight management"
"523","4045","2023-10-26","Dental Cleaning","Cleaning done, no dental issues"
"524","5968","2023-09-22","Annual Checkup","Diet adjustment recommended for weight management"
"525","7485","2023-02-17","Annual Checkup","Vaccination completed, next due in 1 year"
"526","4726","2023-07-26","Annual Checkup","All clear, healthy diet recommended"
"527","5540","2023-01-11","Annual Checkup","Diet adjustment recommended for weight management"
"528","9632","2022-10-23","Annual Checkup","All clear, healthy diet recommended"
"529","5418","2023-10-17","Annual Checkup","All clear, healthy diet recommended"
"530","2898","2022-04-12","Ear Infection","Medication and follow-up in 2 weeks for infection"
"531","1204","2023-04-28","Injury","Sprain identified, rest and limited movement advised"
"532","3420","2023-05-10","Injury","Physical therapy recommended for joint issues"
"533","2547","2023-07-04","Annual Checkup","Diet adjustment recommended for weight management"
"534","239","2023-10-06","Injury","Sprain identified, rest and limited movement advised"
"535","248","2022-07-20","Annual Checkup","Vaccination completed, next due in 1 year"
"536","4768","2023-05-19","Annual Checkup","Diet adjustment recommended for weight management"
"537","5503","2022-06-09","Ear Infection","Medication and follow-up in 2 weeks for infection"
"538","2813","2023-01-06","Injury","Minor surgery performed, recovery monitored"
"539","8789","2023-10-25","Annual Checkup","All clear, healthy diet recommended"
"540","5540","2023-01-11","Injury","Physical therapy recommended for joint issues"
"541","8418","2022-12-14","Annual Checkup","All clear, healthy diet recommended"
"542","7080","2023-05-17","Dental Cleaning","Cleaning done, no dental issues"
"543","5747","2022-05-03","Annual Checkup","Diet adjustment recommended for weight management"
"544","8989","2023-02-27","Annual Checkup","Diet adjustment recommended for weight management"
"545","4339","2023-01-18","Ear Infection","Medication and follow-up in 2 weeks for infection"
"546","7956","2022-12-06","Annual Checkup","All clear, healthy diet recommended"
"547","5823","2022-07-22","Dental Cleaning","Cleaning done, no dental issues"
"548","337","2023-05-07","Annual Checkup","Diet adjustment recommended for weight management"
"549","4480","2022-06-27","Injury","Sprain identified, rest and limited movement advised"
"550","5288","2023-09-11","Annual Checkup","Diet adjustment recommended for weight management"
"551","4899","2022-07-26","Injury","Minor surgery performed, recovery monitored"
"552","2630","2022-07-06","Annual Checkup","Diet adjustment recommended for weight management"
"553","4912","2023-10-20","Ear Infection","Medication and follow-up in 2 weeks for infection"
"554","9706","2023-02-25","Annual Checkup","Vaccination completed, next due in 1 year"
"555","1207","2023-09-23","Annual Checkup","Diet adjustment recommended for weight management"
"556","7113","2022-06-03","Annual Checkup","All clear, healthy diet recommended"
"557","2144","2023-04-03","Dental Cleaning","Cleaning done, no dental issues"
"558","1925","2022-06-20","Annual Checkup","All clear, healthy diet recommended"
"559","1678","2023-09-01","Injury","Sprain identified, rest and limited movement advised"
"560","8586","2023-01-21","Annual Checkup","Diet adjustment recommended for weight management"
"561","5062","2023-04-04","Annual Checkup","Vaccination completed, next due in 1 year"
"562","7022","2022-12-01","Annual Checkup","Vaccination completed, next due in 1 year"
"563","6032","2023-10-27","Injury","Sprain identified, rest and limited movement advised"
"564","1441","2023-12-09","Dental Cleaning","Cleaning done, no dental issues"
"565","9322","2022-12-15","Dental Cleaning","Cleaning done, no dental issues"
"566","6376","2023-09-23","Dental Cleaning","Cleaning done, no dental issues"
"567","8716","2023-05-28","Ear Infection","Medication and follow-up in 2 weeks for infection"
"568","3784","2023-09-07","Annual Checkup","Vaccination completed, next due in 1 year"
"569","5890","2022-10-06","Dental Cleaning","Cleaning done, no dental issues"
"570","9445","2023-01-19","Annual Checkup","Diet adjustment recommended for weight management"
"571","8237","2023-11-11","Dental Cleaning","Cleaning done, no dental issues"
"572","2783","2023-06-25","Annual Checkup","Diet adjustment recommended for weight management"
"573","4690","2023-06-13","Annual Checkup","Vaccination completed, next due in 1 year"
"574","538","2022-11-08","Injury","Minor surgery performed, recovery monitored"
"575","516","2023-02-13","Injury","Sprain identified, rest and limited movement advised"
"576","8710","2022-11-07","Annual Checkup","All clear, healthy diet recommended"
"577","9115","2022-12-21","Annual Checkup","Diet adjustment recommended for weight management"
"578","5919","2022-05-28","Dental Cleaning","Cleaning done, no dental issues"
"579","2888","2023-01-18","Dental Cleaning","Cleaning done, no dental issues"
"580","2726","2022-06-26","Ear Infection","Medication and follow-up in 2 weeks for infection"
"581","5071","2023-06-14","Annual Checkup","Vaccination completed, next due in 1 year"
"582","831","2022-10-19","Dental Cleaning","Cleaning done, no dental issues"
"583","3884","2023-06-26","Dental Cleaning","Cleaning done, no dental issues"
"584","3225","2022-06-26","Injury","Sprain identified, rest and limited movement advised"
"585","1261","2023-02-23","Annual Checkup","Vaccination completed, next due in 1 year"
"586","6919","2023-03-01","Ear Infection","Medication and follow-up in 2 weeks for infection"
"587","8981","2023-03-27","Annual Checkup","Diet adjustment recommended for weight management"
"588","1735","2023-09-23","Ear Infection","Medication and follow-up in 2 weeks for infection"
"589","3856","2023-04-11","Dental Cleaning","Cleaning done, no dental issues"
"590","5958","2022-08-27","Annual Checkup","All clear, healthy diet recommended"
"591","2755","2023-01-24","Annual Checkup","All clear, healthy diet recommended"
"592","8047","2023-06-21","Annual Checkup","Diet adjustment recommended for weight management"
"593","7799","2023-02-02","Ear Infection","Medication and follow-up in 2 weeks for infection"
"594","7172","2022-10-07","Injury","Minor surgery performed, recovery monitored"
"595","9581","2022-04-13","Annual Checkup","Diet adjustment recommended for weight management"
"596","4768","2023-10-30","Dental Cleaning","Cleaning done, no dental issues"
"597","9","2023-12-01","Dental Cleaning","Cleaning done, no dental issues"
"598","7970","2023-01-31","Dental Cleaning","Cleaning done, no dental issues"
"599","1297","2022-12-31","Annual Checkup","Diet adjustment recommended for weight management"
"600","5919","2023-06-17","Dental Cleaning","Cleaning done, no dental issues"
"601","7374","2023-01-16","Injury","Sprain identified, rest and limited movement advised"
"602","5017","2023-09-20","Dental Cleaning","Cleaning done, no dental issues"
"603","4024","2022-11-04","Annual Checkup","All clear, healthy diet recommended"
"604","5578","2023-06-20","Dental Cleaning","Cleaning done, no dental issues"
"605","2794","2022-09-12","Annual Checkup","All clear, healthy diet recommended"
"606","6731","2022-12-30","Annual Checkup","Diet adjustment recommended for weight management"
"607","3370","2022-07-30","Annual Checkup","All clear, healthy diet recommended"
"608","5414","2023-03-24","Injury","Sprain identified, rest and limited movement advised"
"609","2794","2022-05-10","Injury","Sprain identified, rest and limited movement advised"
"610","6806","2022-10-24","Dental Cleaning","Cleaning done, no dental issues"
"611","1846","2023-02-05","Annual Checkup","All clear, healthy diet recommended"
"612","8705","2023-01-10","Annual Checkup","All clear, healthy diet recommended"
"613","1370","2022-06-13","Injury","Sprain identified, rest and limited movement advised"
"614","831","2023-01-13","Injury","Sprain identified, rest and limited movement advised"
"615","3638","2023-05-06","Injury","Minor surgery performed, recovery monitored"
"616","1901","2022-09-12","Annual Checkup","All clear, healthy diet recommended"
"617","121","2022-10-24","Annual Checkup","All clear, healthy diet recommended"
"618","8387","2022-10-27","Injury","Sprain identified, rest and limited movement advised"
"619","1585","2023-11-24","Dental Cleaning","Cleaning done, no dental issues"
"620","5017","2023-06-17","Ear Infection","Medication and follow-up in 2 weeks for infection"
"621","1204","2022-10-31","Annual Checkup","Diet adjustment recommended for weight management"
"622","3530","2023-11-28","Annual Checkup","Vaccination completed, next due in 1 year"
"623","3289","2022-05-08","Injury","Physical therapy recommended for joint issues"
"624","6482","2022-11-02","Dental Cleaning","Cleaning done, no dental issues"
